source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,I46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,I46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,I46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,I46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,N46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,,Structured matt,,4 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,O46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,O46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,O46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,R46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,R46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,46,R46,Halila Limestone Crosscut Color 4,Lithoform Twilight - Crosscut,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,I47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,I47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,I47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,I47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,N47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,N47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,N47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,N47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured matt,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,N47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,O47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,Vintage,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,O47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,Vintage,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,O47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,Vintage,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,R47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,47,R47,Halila Limestone Viencut ivory,Lithoform Dunes - Veincut,20mm,Structured matt,,Vintage,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,I48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,I48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,I48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,I48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,N48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,N48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,N48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,N48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured matt,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,N48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,O48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,Vintage,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,O48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,Vintage,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,O48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,Vintage,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,R48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,48,R48,Halila Limestone Viencut Beige,Lithoform Coast - Veincut,20mm,Structured matt,,Vintage,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,I49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,I49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,I49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,I49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,N49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,N49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,N49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,N49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured matt,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,N49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,O49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,Vintage,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,O49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,Vintage,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,O49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,Vintage,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,R49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,49,R49,Halila Limestone Viencut Grey,Lithoform Vista - Veincut,20mm,Structured matt,,Vintage,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,I50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured Honed,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,I50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured Honed,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,I50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured Honed,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,I50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured Honed,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,N50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,N50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,N50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,N50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured matt,,1198x2798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,N50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,,Structured matt,,2 inch Hexagon,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,O50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,Vintage,Structured matt,,298x598,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,O50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,Vintage,Structured matt,,898x1798,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,O50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,Vintage,Structured matt,,598x1198,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,R50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,20mm,Structured matt,,60x120,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,50,R50,Halila Limestone Veincut Color 4,Lithoform Twilight - Veincut,20mm,Structured matt,,Vintage,Random 8 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,G52,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,G52,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,G52,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,G52,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,G52,Unicolor White (Unglazed),Monoforma Moonlight,,Unglazed Polished,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,H52,Unicolor White (Unglazed),Monoforma Moonlight,Honed,Honed,,*Only wall,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,52,L52,Unicolor White (Unglazed),Monoforma Moonlight,Silk,Structured matt,,4 inch Hexagon,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,G53,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,G53,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,G53,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,G53,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,G53,Unicolor Ivory (Unglazed),Monoforma Oasis,,Unglazed Polished,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,53,L53,Unicolor Ivory (Unglazed),Monoforma Oasis,Silk,Structured matt,,4 inch Hexagon,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,G54,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,G54,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,G54,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,G54,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,G54,Unicolor Light Grey (Unglazed),Monoforma Storm,,Unglazed Polished,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,54,L54,Unicolor Light Grey (Unglazed),Monoforma Storm,Silk,Structured matt,,4 inch Hexagon,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,G55,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,G55,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,G55,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,G55,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,G55,Unicolor Black (Unglazed),Monoforma Silhouette,,Unglazed Polished,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,298x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,598x598,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,598x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,1198x1198,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,1198x2798,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,55,L55,Unicolor Black (Unglazed),Monoforma Silhouette,Silk,Structured matt,,4 inch Hexagon,,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,57,I57,K color / Blue Grey,Architeq Storm,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,57,N57,K color / Blue Grey,Architeq Storm,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,57,N57,K color / Blue Grey,Architeq Storm,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,57,N57,K color / Blue Grey,Architeq Storm,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,57,N57,K color / Blue Grey,Architeq Storm,,Structured matt,,7.5x7.5 square,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,58,I58,I color / Green,Architeq Moss,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
